sasdate,GDPC1,PCECC96,PCDGx,PCESVx,PCNDx,GPDIC1,FPIx,Y033RC1Q027SBEAx,PNFIx,PRFIx,A014RE1Q156NBEA,GCEC1,A823RL1Q225SBEA,FGRECPTx,SLCEx,EXPGSC1,IMPGSC1,DPIC96,OUTNFB,OUTBS,OUTMS,INDPRO,IPFINAL,IPCONGD,IPMAT,IPDMAT,IPNMAT,IPDCONGD,IPB51110SQ,IPNCONGD,IPBUSEQ,IPB51220SQ,TCU,CUMFNS,PAYEMS,USPRIV,MANEMP,SRVPRD,USGOOD,DMANEMP,NDMANEMP,USCONS,USEHS,USFIRE,USINFO,USPBS,USLAH,USSERV,USMINE,USTPU,USGOVT,USTRADE,USWTRADE,CES9091000001,CES9092000001,CES9093000001,CE16OV,CIVPART,UNRATE,UNRATESTx,UNRATELTx,LNS14000012,LNS14000025,LNS14000026,UEMPLT5,UEMP5TO14,UEMP15T26,UEMP27OV,LNS13023621,LNS13023557,LNS13023705,LNS13023569,LNS12032194,HOABS,HOAMS,HOANBS,AWHMAN,AWHNONAG,AWOTMAN,HWIx,HOUST,HOUST5F,PERMIT,HOUSTMW,HOUSTNE,HOUSTS,HOUSTW,CMRMTSPLx,RSAFSx,AMDMNOx,ACOGNOx,AMDMUOx,ANDENOx,INVCQRMTSPL,PCECTPI,PCEPILFE,GDPCTPI,GPDICTPI,IPDBS,DGDSRG3Q086SBEA,DDURRG3Q086SBEA,DSERRG3Q086SBEA,DNDGRG3Q086SBEA,DHCERG3Q086SBEA,DMOTRG3Q086SBEA,DFDHRG3Q086SBEA,DREQRG3Q086SBEA,DODGRG3Q086SBEA,DFXARG3Q086SBEA,DCLORG3Q086SBEA,DGOERG3Q086SBEA,DONGRG3Q086SBEA,DHUTRG3Q086SBEA,DHLCRG3Q086SBEA,DTRSRG3Q086SBEA,DRCARG3Q086SBEA,DFSARG3Q086SBEA,DIFSRG3Q086SBEA,DOTSRG3Q086SBEA,CPIAUCSL,CPILFESL,WPSFD49207,PPIACO,WPSFD49502,WPSFD4111,PPIIDC,WPSID61,WPU0531,WPU0561,OILPRICEx,AHETPIx,CES2000000008x,CES3000000008x,COMPRMS,COMPRNFB,RCPHBS,OPHMFG,OPHNFB,OPHPBS,ULCBS,ULCMFG,ULCNFB,UNLPNBS,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,MORTGAGE30US,AAA,BAA,BAA10YM,MORTG10YRx,TB6M3Mx,GS1TB3Mx,GS10TB3Mx,CPF3MTB3Mx,BOGMBASEREALx,M1REAL,M2REAL,BUSLOANSx,CONSUMERx,NONREVSLx,REALLNx,REVOLSLx,TOTALSLx,DRIWCIL,TABSHNOx,TLBSHNOx,LIABPIx,TNWBSHNOx,NWPIx,TARESAx,HNOREMQ027Sx,TFAABSHNOx,VIXCLSx,USSTHPI,SPCS10RSA,SPCS20RSA,TWEXAFEGSMTHx,EXUSEU,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,UMCSENTx,USEPUINDXM,B020RE1Q156NBEA,B021RE1Q156NBEA,GFDEGDQ188S,GFDEBTNx,IPMANSICS,IPB51222S,IPFUELS,UEMPMEAN,CES0600000007,TOTRESNS,NONBORRES,GS5,TB3SMFFM,T5YFFM,AAAFFM,WPSID62,PPICMM,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,CES0600000008,DTCOLNVHFNM,DTCTHFNM,INVEST,HWIURATIOx,CLAIMSx,BUSINVx,ISRATIOx,CONSPIx,CP3M,COMPAPFF,PERMITNE,PERMITMW,PERMITS,PERMITW,NIKKEI225,NASDAQCOM,CUSR0000SEHC,TLBSNNCBx,TLBSNNCBBDIx,TTAABSNNCBx,TNWMVBSNNCBx,TNWMVBSNNCBBDIx,TLBSNNBx,TLBSNNBBDIx,TABSNNBx,TNWBSNNBx,TNWBSNNBBDIx,CNCFx,S&P 500,S&P div yield,S&P PE ratio
6/1/1991,10029.51,6381.703,318.6868,4795.1021,1531.7438,1167.904,1211.5528,252.8575,775.4793,471.8827,-0.3,2585.693,1.6,1802.2525,1513.6841,702.289,699.135,7271.412,46.223,46.28,64.566,61.0208,68.0136,79.2712,52.0883,32.121,97.7432,54.8289,42.6559,90.3301,41.481,70.1218,79.4862,77.9094,108313.3333,89798.6667,17069,85687.6667,22625.6667,10243.6667,6825.3333,4808,11498,6569.6667,2684.3333,10709.6667,9232.6667,4249.6667,748.6667,22229,18514.6667,12885.0667,5149.9667,3095,4362.3333,11057.3333,117729.3333,66.2667,6.8333,5.997909471,0.826295932,18.3667,6.4333,5.7667,3483,2842.3333,1286.3333,1044,4667,2169.3333,1006,789.3333,6140.3333,78.851,131.836,78.239,40.2667,34.0667,3.6667,2996,1011,136,957,235.6667,116.3333,392.3333,266.6667,705084.2353,,176789.6533,,769109.5256,51744.6179,1093699.917,61.536,62.2697,61.088,79.32,66.873,88.518,149.127,50.675,66.706,49.705,82.331,132.902,455.087,110.848,61.526,116.077,44.877,63.405,49.05,48.841,58.84,51.151,50.858,46.786,49.405,135.5667,141.3333,121.4333,116.3,120.2333,125.1333,115.9333,114.0667,126.5988017,91.69786719,33.3238,16.84075535,21.91569697,17.80961801,81.076,76.812,76.526,48.974,59.08,58.693,73.822,93.733,73.614,57.33,5.8633,5.56,5.69,6.2433,8.13,9.53,8.91,9.92,1.79,1.4,0.13,0.68,2.57,,232.725,626.6667,2465.5,1009.3144,594.624,893.8281,1385.8404,402.5048,1296.3329,1.8,43450.28,6146.645,84.5316598,37303.63,513.0177271,30618.4712,12831806.65,27099.61,17.8864,271.09,124.65,,,,1.4757,138.3607,1.7077,1.1491,80.7,99.646,9.6,10,57.74551,5749460.5,60.4407,76.97,64.7134,13.3667,39.9,49.9333,49.6667,7.78,-0.3033,1.9167,3.0467,100.1,120.5667,127.8,123.0333,175.3,126.3667,115.8333,145.4,135.3333,132.9,133.2667,11.7367,69475.6667,188178.7833,650.5215,0.3475,447617,807983.5114,1.5772,0.11,,,108,214.6667,377.6667,256.6667,25634.9184,492.6103,149.7,7.8,0.0106,9.95,8343.25,1134.41,2174804.48,295703.19,6784845.9,4605.44,626.19,735.4687,378.6533,3.2061,17.441
9/1/1991,10080.195,6413.521,323.581,4815.9082,1534.2789,1191.028,1212.9789,256.7067,768.7996,487.805,0,2578.454,-5.2,1805.4307,1522.4602,718.914,718.81,7299.381,46.565,46.561,65.803,61.8953,68.9402,80.559,52.9457,33.0782,99.4626,57.2712,45.6962,90.9338,42.1954,70.5907,80.3995,79.0829,108308.3333,89739,17016.6667,85820,22488.3333,10178.3333,6838.3333,4737.6667,11615.6667,6541.3333,2672.6667,10743,9234,4241.6667,734,22202.3333,18569.3333,12860.8667,5140.6,3125,4345,11099.3333,117660,66.1,6.8667,5.939234073,0.914853464,19.0333,6.5333,5.6333,3448.6667,2763,1292.6667,1155.6667,4786.6667,2116.3333,986.3333,802.6667,6256,78.786,132.173,78.148,40.5667,34.1,3.9333,2893,1042.3333,126.3333,963.6667,240.3333,110,431,261,713098.9687,,188110.1203,,766555.155,59391.0542,1096874.168,61.954,62.8303,61.557,79.456,67.314,88.68,149.68,51.175,66.767,50.25,82.967,133.688,449.159,112.647,61.21,117.029,44.427,63.976,49.305,49.67,59.753,51.675,51.264,47.543,49.946,136.6,142.8667,121.3,116.1333,119.8667,123.3667,116.2,113.8,121.1288536,95.54721477,34.4732,16.80722547,21.70408191,17.804626,81.422,77.263,76.944,49.786,59.585,59.098,74.163,93.158,73.861,58.014,5.6433,5.3767,5.4467,5.8867,7.94,9.28,8.7867,9.6833,1.7433,1.34,0.07,0.51,2.56,,234.724,634,2456.3333,987.9268,581.5369,869.3008,1375.2943,407.666,1276.9668,0,43658.28,6159.043,84.37761299,37499.24,513.7317483,30863.0415,12795237.94,27341.34,16.8754,269.2,124.47,,,,1.5162,136.3153,1.6873,1.1438,82.6,103.725,9.7,10,59.06123,5916168.4,61.5341,77.5555,65.0326,13.9,40.1333,50.8,50.1333,7.4933,-0.2667,1.85,3.1433,98.9667,114.2667,129.5333,123.8,178.7,126.8,116.4667,147,136.6,133.9,134.1333,11.8,69506.6667,189485.2933,676.1554,0.3342,424783,804778.4776,1.56,0.1068,,,111.3333,218.3333,391.6667,242.3333,23000.2436,507.3253,150.9,7.81,0.0107,9.76,8194.94,1124.37,2138550.67,293414.43,6704684.02,4561.46,625.84,728.8499,385.61,3.1736,18.2567
12/1/1991,10115.329,6410.312,318.3019,4844.4679,1521.0703,1233.261,1218.1908,255.516,768.3577,497.427,0.5,2559.584,-9.6,1814.3842,1533.202,735.102,734.689,7356.679,46.705,46.737,66.072,62.0224,69.0788,80.8774,53.0478,33.3212,100.0077,58.2322,46.9353,90.8858,42.2163,70.3711,80.2662,79.0696,108330.6667,89710.3333,16958.6667,85994.6667,22336,10100.3333,6858.3333,4661.6667,11730.3333,6531.3333,2659.6667,10784.6667,9282.3333,4236.3333,715.6667,22149.6667,18620.3333,12827.3,5129.0667,3126.6667,4354.3333,11139.3333,117678.6667,66.0667,7.1,6.014630628,1.082868248,19.4667,6.6333,6,3468.6667,2791,1377.6667,1371.6667,4893,2214,988,845.3333,6445,78.614,132.196,78.016,40.6667,34.1,3.9333,2807,1087,131.3333,1012,235.3333,128,460.3333,263.3333,710277.9907,,179904.6121,,749633.7098,55723.3345,1103630.856,62.404,63.3247,61.915,79.205,67.567,89.046,150.001,51.644,67.104,50.762,83.342,133.203,448.36,114.069,61.157,117.852,45.077,64.484,49.767,50.552,60.048,52.019,51.504,47.733,50.547,137.7333,144.2,122.2,116.2333,120.7667,123.1,116.5,114.0333,123.7971107,97.60570282,34.3197,16.76018341,21.60292982,17.78141366,81.492,77.727,77.436,49.98,59.866,59.451,74.735,93.554,74.496,57.718,4.8167,4.54,4.5833,4.8667,7.3467,8.69,8.4467,9.4,2.0533,1.34,0.04,0.33,2.81,,238.835,644.3667,2443.8333,977.869,572.3366,845.9254,1369.2094,414.7364,1260.6618,10.5,44346.12,6243.311,84.86589517,38102.8,517.9348532,31585.9534,12760162.65,28067.15,17.5136,270.83,123.46,,,,1.4328,129.4813,1.7766,1.1349,71.9,122.5966,9.8,10.2,60.68599,6092074.2,61.7717,77.6365,64.1643,14.8667,40.2333,53.4,53.2,6.56,-0.2767,1.7433,3.63,99.9,112.5333,130.6,124.5,181.9667,127.5,116.6667,148.5667,137.9667,134.9,135.2333,11.8567,66253.6667,187945.27,714.1079,0.3123,441633,809915.624,1.5703,0.1032,,,119,230,404.6667,258.3333,23611.2531,536.2975,152.6,7.75,0.0107,9.61,8166.03,1126.76,2122768.51,292903.73,6636664.35,4507.83,622,724.7325,387.1033,3.1585,19.2318
3/1/1992,10236.435,6530.335,330.7977,4923.7463,1543.6894,1210.478,1231.5202,253.5191,765.3486,525.8679,0,2582.28,1.5,1822.258,1552.9609,748.392,740.026,7498.634,47.348,47.456,66.207,61.9473,68.58,80.252,53.204,33.6929,100.312,57.4175,45.5686,90.3868,42.1885,68.266,79.7454,78.7047,108346.6667,89649.3333,16824.3333,86186,22160.6667,9983.3333,6841,4633.3333,11823,6522.3333,2640,10834.3333,9348.3333,4214.3333,703,22106.3333,18697.3333,12816.7667,5111.5,3126.3333,4372,11199,117958.3333,66.3,7.3667,6.045743748,1.334256083,19.8667,7.0667,6.1333,3362.3333,2860,1446.6667,1699.3333,5269.6667,2272.3333,979,870.6667,6558.3333,78.106,131.153,77.556,40.6667,34.1,3.9333,2815,1241,171.6667,1101.6667,312,142.6667,493,293.3333,719252.409,164009.6667,182201.4365,138562.7419,734476.8502,58529.5537,1100369.205,62.795,63.8093,62.162,79.03,67.669,89.15,149.995,52.126,67.22,51.311,83.275,134.508,444.094,114.1,61.374,117.326,44.247,65.222,50.134,51.502,60.9,52.147,51.651,48.327,51.166,138.6667,145.4667,122.2333,115.9,120.6667,123.1333,115.8667,113.7,122.2468591,81.38898254,29.6299,16.72171284,21.50685379,17.68808283,82.372,79.329,79.057,50.481,61.05,60.759,75.055,94.124,74.954,57.452,4.0233,3.8933,3.9933,4.3567,7.3033,8.71,8.28,9.2033,1.9,1.41,0.1,0.46,3.41,,240.36,666.4,2448.3333,956.3955,566.5379,835.5363,1368.2777,417.1931,1252.7294,9.3,44071.03,6227.817,83.0526919,37843.22,504.6681366,31327.2281,12743804.17,27809,16.9215,270.84,122.32,,,,1.4565,128.6743,1.7702,1.1775,70.8,108.8145,9.8,10.1,60.99679,6180887,61.8542,74.4788,64.0409,16.6333,40.2333,55.7667,55.6333,6.59,-0.13,2.5667,4.2567,97.6333,108.8667,131.0667,124.7,185.5667,127.8667,117.4,149.9667,138.9333,135.6333,135.9667,11.8933,63720.6667,189859.0067,743.2358,0.2994,436900,810205.6667,1.55,0.1006,,,126.3333,279.6667,433,262.6667,21177.741,622.004,153.9,8.14,0.0109,9.54,7860.78,1056.26,2118685.07,284690.54,6604560.43,4479.77,601.95,744.2064,412,2.9809,21.8599
6/1/1992,10347.429,6574.665,333.0955,4962.0404,1550.171,1278.935,1271.9405,268.1676,790.1044,543.8432,0.4,2577.285,-1,1835.4789,1550.7004,748.748,752.192,7568.955,47.937,48.056,67.605,63.0697,69.9747,81.9838,54.1013,34.676,101.3239,61.06,50.2871,91.0461,43.4687,68.9821,80.6717,79.7212,108626.6667,89875.3333,16830.6667,86505,22121.6667,9974,6856.6667,4597.3333,11893.6667,6544.3333,2638.3333,10956.3333,9390.6667,4221.6667,693.6667,22108.6667,18751.3333,12838.3333,5087.3,3117.6667,4395.6667,11238,118406.6667,66.6,7.6,6.064878537,1.530378002,20.5333,7.2667,6.3333,3410.3333,2806,1482.6667,1961.3333,5552,2235.3333,1003,953.3333,6501.3333,78.514,131.438,77.858,40.8333,34.2667,4.1333,2891,1152.6667,125.3333,1055.6667,270.6667,120.6667,479.6667,281.6667,724909.1843,165466,193550.1608,143574.0222,726628.7997,62342.0479,1103945.88,63.212,64.2597,62.533,79.173,67.956,89.528,150.404,52.548,67.555,51.784,83.924,134.784,441.703,114.361,61.497,117.233,44.714,65.905,50.453,52.35,60.617,52.827,51.948,48.833,51.61,139.7333,146.7333,122.9333,117.1667,121.4,122.6667,117.3,114.5667,115.7801375,93.10728888,32.99,16.71861186,21.48570398,17.71975799,82.905,79.532,79.135,51.435,61.57,61.207,75.081,93.603,75.014,58.005,3.77,3.68,3.7967,4.22,7.3767,8.68,8.2767,9.13,1.7533,1.3,0.12,0.54,3.7,,239.669,679.5667,2431.2333,937.7109,556.862,822.3501,1370.6176,418.7626,1241.1127,18.2,44017.46,6252.74,82.61035281,37764.72,498.9423228,31297.5086,12719951.76,27768.46,15.2178,268.88,121.15,,,,1.4784,130.382,1.8071,1.1942,78.9,102.2688,9.7,10.2,61.57938,6303638.5,63.1175,75.6694,63.8316,17.8,40.4,49.5667,49.4667,6.65,-0.09,2.88,4.5067,100,113.0333,131.4667,125.9667,188.7333,128.6667,118.3,151.3,140.1333,136.7333,136.9333,11.98,63171,191538.8,765.4176,0.2971,418133,816972,1.5233,0.098,,,121.6667,247.6667,427,259.3333,17576.0075,576.7389,154.9667,8.12,0.0109,9.46,7781.88,1047.99,2107284.13,283789.23,6565302.55,4451.87,599.54,742.5525,410.1633,3.0039,23.14
9/1/1992,10449.673,6645.14,340.1972,5014.6045,1559.4259,1289.101,1286.5493,274.2527,802.1948,544.0554,0.3,2593.701,5.7,1837.4883,1551.3639,764.615,764.049,7601.736,48.448,48.58,68.358,63.5661,70.6667,82.8721,54.4233,35.1201,101.4135,62.302,52.4318,91.7238,44.0151,67.6063,80.7599,79.9156,108892,90049,16787.6667,86846,22046,9930,6857.6667,4578.3333,11994,6565.3333,2636.6667,11043.6667,9465,4243.6667,680,22054.6667,18843,12815.1667,5051.2667,3111,4425.3333,11306.6667,118753,66.6,7.6333,5.99205623,1.635569753,20.5667,7.1667,6.4667,3434,2851.3333,1463,2102.6667,5466.6667,2331.6667,1055.6667,1002.6667,6468,78.616,130.222,77.989,40.7667,34.2333,4.0667,2893,1183.6667,140.3333,1092.6667,286.6667,119.6667,490.6667,286.6667,733153.0247,168152.3333,187557.7558,143163.1601,707226.6914,59459.0553,1107737.694,63.615,64.6403,62.833,79.361,68.262,89.985,150.528,52.922,68.041,52.194,84.535,134.54,435.551,115.563,61.881,117.417,45.58,66.391,50.713,53.146,60.42,53.212,52.276,49.05,52.123,140.8,147.8667,123.4667,117.8667,122.0333,123.1667,118.3,115.2,126.593875,95.65658692,33.5187,16.71298482,21.33348183,17.70825086,83.799,79.939,79.57,52.493,62.121,61.794,75.242,93.281,75.193,58.519,3.2567,3.0833,3.15,3.4167,6.6167,8.01,7.98,8.7033,2.0867,1.39,0.07,0.33,3.53,,243.842,692.4333,2415.4667,925.5768,549.1252,815.8054,1362.1677,420.8275,1236.6329,21.1,44458.1,6320.961,83.15154204,38137.13,501.6898101,31652.3994,12805696.16,28112.43,13.9919,270.36,119.58,,,,1.3031,124.9031,1.9025,1.2019,76.1,121.2807,9.7,10.3,61.89802,6389406.6,63.7744,74.277,62.2779,18.0667,40.2667,50.5,50.2333,5.6067,-0.1733,2.35,4.7233,101.7,117.9,132.4,126.9667,191.5,129.6,118.9,152.5667,141.2667,137.8667,137.9333,12.0233,63625.3333,194745.43,794.8077,0.295,422317,826249,1.5167,0.0967,,,126.6667,256,437.6667,272.3333,16719.4845,572.7345,155.9333,8.13,0.012,9.35,7660.03,1131.77,2090214.17,308830.58,6542971.2,4446.58,656.99,676.8158,417.1533,2.9646,24.3395
12/1/1992,10558.648,6724.342,346.9445,5070.4252,1575.067,1328.433,1324.1592,284.3406,823.2117,564.8004,0.3,2593.4,0.3,1868.5626,1550.1906,768.448,782.339,7635.426,49.05,49.161,68.938,64.2135,71.4944,83.8495,54.9887,35.6112,101.5361,63.8983,53.8072,92.3572,44.5838,71.306,81.0784,79.9124,109305,90456,16759.3333,87256.3333,22048.6667,9903,6856.3333,4612,12077,6601.6667,2649.6667,11176.3333,9551.3333,4278.6667,677.3333,22072.6667,18849,12834.6,5037.5667,3091.3333,4438,11319.6667,118833.6667,66.2667,7.3667,5.785992151,1.621316318,19.5333,6.9667,6.3,3287.3333,2770.6667,1437,2080.6667,5275.3333,2304.3333,975.3333,926.6667,6553.6667,79.11,131.43,78.491,40.8667,34.2,4.1,2976,1228.3333,120,1142,283.6667,132.3333,523,289.3333,743629.054,171577.6667,192404.0913,142647.2546,695566.7496,60171.9036,1113556.993,64.059,65.114,63.275,79.634,68.725,90.205,150.763,53.434,68.239,52.765,85.064,134.833,432.478,115.611,61.939,117.821,46.073,66.514,51.126,53.997,62.005,53.474,52.476,49.925,52.375,142.0333,149.2,124.1667,117.8333,122.7,124.1333,118.2667,115.1667,135.6020773,89.95499153,31.455,16.69379321,21.31134723,17.64598148,84.623,79.765,79.416,52.452,62.491,62.143,75.242,94.988,75.151,59.771,3.0367,3.07,3.2467,3.5633,6.7433,8.2,8.0233,8.87,2.1267,1.46,0.18,0.49,3.67,,250.546,714.4333,2411.4,916.4172,542.1981,808.4555,1362.0774,424.4417,1232.8972,16.4,45169.98,6387.468,83.65568775,38782.51,507.9285374,32341.4335,12828542.25,28790.93,14.9552,269.73,118.18,,,,1.3895,123.0287,1.5769,1.2617,83.2,121.3889,9.6,10.3,62.52256,6520565.4,64.245,79.0291,64.1004,18.6,40.3,54.8,54.7,5.9067,0.0333,2.87,4.9867,102.2,110.7333,132.6667,128.5667,194.4333,130.3333,119.6667,154.2333,142.6333,139.0667,139.0333,12.0767,62536,197347.6067,816.7708,0.3131,359683,831184.3333,1.5133,0.0952,,,126.3333,264.6667,470.3333,280.6667,17132.0207,625.5578,157.2667,8.08,0.0109,9.23,7466.46,1007.37,2079086.21,280509.72,6486626.41,4400.69,593.74,741.1815,423.66,2.9244,24.6412
3/1/1993,10576.275,6750.123,350.297,5089.7946,1576.7058,1359.751,1334.0577,289.7252,831.3843,565.1715,0.5,2561.222,-12.5,1861.489,1555.6275,770.163,799.278,7664.497,49.057,49.129,69.732,64.8008,72.072,84.4649,55.4873,36.342,102.0733,65.4152,55.0921,92.4907,45.2032,70.8904,81.3865,80.3378,109943.6667,91040.3333,16797,87789,22154.6667,9921.3333,6875.6667,4684.6667,12170.3333,6645,2654,11329,9585,4327.6667,673,22174.6667,18903.3333,12911.3333,5030.3333,3080.6667,4456,11366.6667,119297.3333,66.2,7.1333,5.677713428,1.473353662,19.7667,6.7,6.0667,3340,2631.6667,1324,1893,4950.3333,2274.6667,1005,965.6667,6380.3333,79.694,131.887,79.187,41,34.2333,4.3,3009,1167.6667,107.3333,1127,281.3333,116,516,254.3333,751383.0377,173719.3333,191801.7784,144832.7054,678857.9941,59395.289,1127836.801,64.441,65.563,63.652,79.873,69.122,90.367,150.687,53.883,68.442,53.251,85.756,134.291,427.601,115.366,62.049,117.471,46.045,67.175,51.493,54.682,62.915,53.877,52.63,50.531,52.846,143.0667,150.5,124.7,118.3667,123.1667,124.6667,118.6667,115.8667,125.4385821,84.49282387,30.2191,16.71164537,21.25178812,17.64208263,80.313,78.78,78.573,52.872,61.951,61.647,75.419,89.883,75.247,60.75,3.04,2.96,3.0867,3.4067,6.28,7.72,7.7333,8.4033,2.1233,1.44,0.13,0.45,3.32,,252.283,722.8,2387.0667,905.2173,546.6601,807.1768,1353.9322,431.8548,1239.0316,14.8,45390.6,6356.05,82.92846753,39034.55,509.2904332,32625.4152,12765184.63,29077.88,13.2898,268,117.11,,,,1.5053,120.9234,1.4779,1.2617,87.3,114.6836,9.6,10.4,62.86657,6565044,64.9867,78.7128,63.3888,18.0333,40.4667,54.7333,54.6333,5.4833,-0.08,2.4433,4.6933,101.5333,108.3333,133.6,129.4,197.3,130.9667,119.9,155.6333,143.7,140.0333,139.9667,12.15,59654,197049.9267,835.0852,0.3276,344950,839626,1.5067,0.0953,,,131,267,464.6667,264.3333,17296.6444,685.7842,158.7667,8.13,0.0113,9.2,7487.26,1044.84,2055895.37,286897.11,6491067.97,4428.38,617.97,716.5967,442.3633,2.8141,24.7031
6/1/1993,10637.847,6811.522,361.6572,5115.4893,1589.2647,1367.575,1358.0682,301.3203,847.7276,572.7102,0.4,2561.456,-4.1,1911.5108,1568.1727,779.368,815.792,7688.356,49.324,49.434,69.964,64.9302,71.9884,84.2453,55.6979,36.6899,102.2054,65.7531,55.5981,91.9883,45.5175,70.0886,81.1756,80.1828,110538.6667,91586,16760,88376.6667,22162,9882.6667,6877.3333,4734.3333,12295.6667,6702.3333,2661.6667,11459.3333,9693.3333,4353.6667,667.6667,22258,18952.6667,12965.2333,5041.4333,3067,4478,11407.6667,119959.6667,66.3333,7.0667,5.728898279,1.341339472,19.7333,6.5667,6.0333,3310.3333,2671.6667,1353.6667,1731.6667,4953.6667,2248.3333,973.3333,950.3333,6588,80.532,132.395,80.082,41.1333,34.3333,4.4333,3090,1266,130.6667,1115.3333,282,121.3333,555.3333,307.3333,754867.3037,177777.3333,193828.9359,142874.0104,665773.5527,61574.4035,1135040.093,64.874,66.0607,64.027,80.171,69.548,90.446,151.481,54.431,68.354,53.808,86.92,135.266,423.527,115.559,62.463,116.617,44.765,67.392,51.962,55.298,62.93,54.406,53.052,51.536,53.404,144.1,151.7667,125.5333,119.5,124.1333,126.2,119.6667,116.4,131.5290507,85.0273357,29.9182,16.6665123,21.20781302,17.6353221,82.68,78.791,78.649,52.845,61.592,61.384,76.373,93.261,76.253,60.337,3,2.9667,3.08,3.38,5.99,7.45,7.4067,8.14,2.15,1.46,0.11,0.41,3.02,,258.013,737.5667,2380.4333,890.0156,549.2459,806.2915,1358.9334,436.6716,1242.9631,26.3,45585.85,6411.645,83.39423015,39174.2,509.5263881,32752.2214,12833626.5,29184.63,13.3335,268.52,115.52,,,,1.4624,110.0554,1.5335,1.2703,82.5,122.9651,9.6,10.5,63.91524,6708311.5,65.1958,77.7895,62.8069,17.6333,40.6333,56.6,56.5,5.1833,-0.0333,2.1833,4.4067,104.2,100.8667,133.5,129.8,200.3,131.4333,120.7,157.2667,144.7667,141,140.9333,12.2433,59726.3333,197284.5867,862.7698,0.3386,347033,847732,1.5,0.0946,,,124.6667,254.3333,462.6667,273.6667,20225.4895,682.5295,160.1,8.17,0.0112,9.19,7501.68,1030.98,2040797.72,280472.52,6499298.33,4451.89,611.84,727.6284,445.4633,2.8076,23.7475
9/1/1993,10688.606,6887.329,365.6823,5174.8136,1604.983,1358.287,1379.3962,304.785,854.5531,594.1775,0.1,2565.1,-1.5,1914.6187,1576.4257,777.273,826.535,7694.711,49.837,49.673,70.104,65.1771,72.2526,84.8608,55.8955,37.0476,102.0932,65.302,54.3755,93.1391,45.2956,73.3563,81.1059,79.9282,111241,92198,16749.6667,89028.3333,22212.6667,9877.6667,6872,4804,12436.6667,6772.3333,2671.6667,11580.3333,9773.6667,4360.3333,659,22390.3333,19043,13054.3333,5061.8333,3064,4496,11483,120625.6667,66.3333,6.8,5.437005644,1.363947351,18.3333,6.3667,5.8333,3198.3333,2565.6667,1272.6667,1765.3333,4861.6667,2136.3333,939.3333,893,6652,81.011,132.767,80.561,41.1667,34.3667,4.4667,3209,1299,135.3333,1218.3333,296.3333,134.6667,563,305,761067.6073,181074.3333,193046.3144,139796.7786,657582.4176,62062.3212,1140479.059,65.155,66.43,64.349,80.359,69.961,90.344,152.219,54.843,68.071,54.251,88.121,135.459,421,115.812,62.573,116.646,43.511,67.038,52.262,55.91,63.207,54.829,53.272,52.265,53.865,144.7667,152.6667,124.3667,118.8667,122.4667,125.1667,119,116.2667,125.2929192,72.76156401,26.7955,16.66415562,21.14512091,17.64762381,82.906,78.512,78.374,52.802,61.863,61.317,76.485,93.954,75.944,61.189,3.06,3.0033,3.12,3.4233,5.6167,7.08,6.8933,7.6233,2.0067,1.46,0.12,0.42,2.61,,263.572,755.9333,2380.8,883.6312,559.3307,810.0789,1366.0021,446.5538,1256.6328,25.9,46119.77,6507.024,84.56489055,39612.74,514.8047956,33177.2347,12942530.48,29583.7,12.1864,269.2,114.34,,,,1.4765,105.6771,1.5039,1.3038,77.4,109.9639,9.5,10.5,64.10093,6770760.5,65.3185,82.4319,63.2546,17.9333,40.7333,58.2,57.8667,4.95,-0.0567,1.89,3.8333,101.2,100.7667,133.5,130.3333,202.8667,131.4,121.6667,158.5667,145.4333,141.6,141.5,12.3033,61142.6667,202124.8367,882.7815,0.3647,343600,851781.6667,1.5,0.0949,,,131.3333,276,512,299,20399.6855,724.8341,161.0667,8.18,0.0107,9.18,7563.08,988.05,2021397.64,264078.4,6520702.96,4492.72,586.94,765.4536,453.5533,2.7607,23.4626
